"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","TAB_NAME","REF_COL_NAME","REF_COL_SEQ_NO","REMARK"
"2026/06/11","ALWYZ INT*VA*K6",1,"VA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","ALWYZ WP*VA*K6",2,"VA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","AMOTT INT*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","AYPEV INT*IL*K5",1,"IL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","BELLGROVE NDB*PA",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 100K ICON"
"2026/06/11","BELLGROVE NDB*PA",2,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","BIG DELTA VORTAC*AK",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART PAT 1 WITH 210K ICON"
"2026/06/11","BILIT WP*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BILIT WP*MD*K6",2,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BILIT WP*MD*K6",3,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BNTLY WP*VA*K6",1,"VA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","BOGEE INT*HI*PH",1,"HI","US","HOLDING_PATTERN","GENERAL_REMARK",0,"CHART 175K ICON."
"2026/06/11","BOGEE INT*HI*PH",2,"HI","US","HOLDING_PATTERN","GENERAL_REMARK",0,"CHART 175K ICON."
"2026/06/11","BOLL WEEVIL NDB*AL",1,"AL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 100K ICON"
"2026/06/11","BORLAND NDB/DME*AK",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON ON LOW CHART"
"2026/06/11","BRAND WP*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BRAND WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BUBBI INT*WV*K6",1,"WV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","BUNTS INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","BUNTS WP*PA*K6",2,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","BURMA WP*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","BVRLY INT*MO*K3",1,"MO","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","CAMRN INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","CHARLESTON VOR/DME*WV",4,"WV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","COPAN INT*TX*K4",1,"TX","US","HOLDING_PATTERN","GENERAL_REMARK",1,"DME REQUIRED."
"2026/06/11","CRALY INT*CT*K6",1,"CT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","CRALY WP*CT*K6",2,"CT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","CUTTA WP*OH*K5",2,"OH","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DAFIX INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DAMYR WP*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DEEZZ WP*NY*K6",2,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","DEPDY WP*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DEPDY WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DITCH INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","DUBLIN VORTAC*GA",1,"GA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"SINCA STAR ONLY"
"2026/06/11","DUPONT VORTAC*DE",1,"DE","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","EARED WP*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","EARED WP*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",2,"CHART 10 NM LEGS"
"2026/06/11","EDJER INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","ELLENSBURG VOR/DME*WA",2,"WA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","ELSUH INT*ME*K6",4,"ME","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 265K ICON"
"2026/06/11","FALIA INT*MT*K1",2,"MT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","FALKO INT*VA*K6",1,"VA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","FANCO WP*ID*K1",1,"ID","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","FAULT INT*NY*K6",1,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"210K ICON"
"2026/06/11","FIROS WP*UT*K2",1,"UT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","GALLUP VORTAC*NM",2,"NM","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","GUCEL WP*FL*K7",1,"FL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","GUMLE WP*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","GUMLE WP*AK*PA",2,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","HAGRD WP*OR*K1",1,"OR","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","HARBO WP*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","HARTY INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","HITCH INT*WA*K1",1,"WA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210 ICON"
"2026/06/11","HITSI INT*FL*K7",1,"FL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 100K ICON "
"2026/06/11","HITSI INT*FL*K7",1,"FL","US","HOLDING_PATTERN","GENERAL_REMARK",2,"PRIOR COORDINATION REQUIRED WITH CONTROLLING AGENCY FOR HOLDING IN R-2915"
"2026/06/11","HOLEY WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","HUGUENOT VOR/DME*NY",2,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","HYPER INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","HYPER INT*MD*K6",2,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","HYPER WP*MD*K6",3,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","IRONS INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","IVAYU WP*ID*K1",1,"ID","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","JERZY WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","JIMEE INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","JIREN INT*OR*K1",2,"OR","US","HOLDING_PATTERN","GENERAL_REMARK",1,"COPTER HOLDING ALT 70/100"
"2026/06/11","JRVIS INT*VT*K6",1,"VT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","KARTR WP*FL*K7",1,"FL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","KENNY INT*IL*K5",1,"IL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","KERNO WP*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","KERNO WP*MD*K6",2,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","LENDY INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","LIZZI INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","LOMMA WP*CO*K2",1,"CO","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","MAZIE INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","MAZIE WP*PA*K6",2,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","MERSR INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","METRO INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","METRO WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","MONGE WP*CA*K2",1,"CA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","MOUNT MOFFETT NDB/DME*AK",3,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 310K ICON"
"2026/06/11","MUGZY INT*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","MULRR INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","MUMSY INT*WV*K6",1,"WV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON ON ENROUTE LOW & STAR CHARTS."
"2026/06/11","ORCUT INT*CA*K2",1,"CA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","ORCUT WP*CA*K2",2,"CA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","ORIGN WP*WV*K6",1,"WV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 310K ICON"
"2026/06/11","OWXUY WP*AK*PA",2,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","PAATS WP*DE*K6",1,"DE","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","POPES INT*CA*K2",3,"CA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON."
"2026/06/11","PROUD INT*NY*K6",1,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","PROUD WP*NY*K6",2,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","PROUD WP*NY*K6",3,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","PROUD WP*NY*K6",4,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","RAVNN WP*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","ROBRT INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","SELINSGROVE VOR/DME*PA",3,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","SELINSGROVE VOR/DME*PA",4,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","SEWAL INT*MT*K1",1,"MT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"175K ICON"
"2026/06/11","SKILS INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","SKILS WP*MD*K6",3,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","SOCKY WP*CO*K2",1,"CO","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","SPNCR WP*DE*K6",1,"DE","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","SPUDS INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","SPUDS WP*PA*K6",2,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",2,"CHART 210K ICON."
"2026/06/11","STEFE INT*PA*K6",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","STEFE WP*PA*K6",2,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","TAGER INT*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"210K ICON"
"2026/06/11","TALKEETNA VOR/DME*AK",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"PAT 1 CHART 210 ICON"
"2026/06/11","TARPO INT*FL*K7",1,"FL","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART ONLY ON SURFN STAR"
"2026/06/11","TOBEY INT*NV*K2",1,"NV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","TRISH INT*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","TRISH WP*MD*K6",2,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","TRISH WP*MD*K6",3,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","UBUCK WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 90K ICON"
"2026/06/11","UCAXE WP*AR*K4",1,"AR","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","UDUCY WP*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","UFTAC INT*MA*K6",3,"MA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","VALRE INT*NY*K6",1,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","VALRE WP*NY*K6",2,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","VALRE WP*NY*K6",3,"NY","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","VISTA INT*CA*K2",2,"CA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","VVTEN WP*MI*K5",1,"MI","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","WANAX WP*TX*K4",1,"TX","US","HOLDING_PATTERN","GENERAL_REMARK",1,"SPECIAL DP"
"2026/06/11","WATJA WP*NJ*K6",1,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","WAVES WP*VA*K6",1,"VA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 250K ICON"
"2026/06/11","WEEED WP*TX*K4",1,"TX","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 265K ICON"
"2026/06/11","WEGOT INT*CT*K6",1,"CT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","WINSLOW VORTAC*AZ",2,"AZ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","WISKE WP*WV*K6",3,"WV","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","WNDYL WP*NJ*K6",2,"NJ","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON"
"2026/06/11","WOBUB WP*MD*K6",1,"MD","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON."
"2026/06/11","WOODVILLE NDB*NC",1,"NC","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON."
"2026/06/11","YALER INT*CT*K6",1,"CT","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","YARDLEY VOR/DME*PA",1,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","YARDLEY VOR/DME*PA",5,"PA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 210K ICON."
"2026/06/11","YASCY WP*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"175K ICON"
"2026/06/11","YICAX WP*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 175K ICON"
"2026/06/11","ZEVMO WP*AK*PA",1,"AK","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 230K ICON"
"2026/06/11","ZOLGI WP*WA*K1",2,"WA","US","HOLDING_PATTERN","GENERAL_REMARK",1,"CHART 200K ICON"
"2026/06/11","ZUNI VORTAC*NM",1,"NM","US","HOLDING_PATTERN","GENERAL_REMARK",1,"210K ICON"
