"EFF_DATE","ARRIVAL_NAME","AMENDMENT_NO","ARTCC","STAR_AMEND_EFF_DATE","RNAV_FLAG","STAR_COMPUTER_CODE","SERVED_ARPT"
"2026/05/14","GOPHER","ONE","ZMP","2017/08/17","N","GEP.GEP1","ANE FCM LVN MIC MSP STP"
"2026/05/14","CCASH","ONE","ZFW","2014/07/24","Y","GHOST.CCASH1","OUN PWA TIK"
"2026/05/14","GHOST","THREE","ZFW","2017/12/07","Y","GHOST.GHOST3","OKC"
"2026/05/14","GIBBZ","FIVE","ZDC","2024/03/21","Y","GIBBZ.GIBBZ5","HEF IAD JYO"
"2026/05/14","GIIBS","FOUR","ZID","2024/07/11","Y","GIIBS.GIIBS4","IND"
"2026/05/14","GLASR","THREE","ZSE","2024/01/25","N","GLASR.GLASR3","BFI RNT SEA TCM"
"2026/05/14","GLAVN","TWO","ZTL","2025/11/27","Y","GLAVN.GLAVN2","ATL"
"2026/05/14","HTOWN","THREE","ZHU","2023/10/05","Y","GMANN.HTOWN3","IAH"
"2026/05/14","TEJAS","FIVE","ZHU","2023/10/05","Y","GMANN.TEJAS5","IAH"
"2026/05/14","GNDLF","THREE","ZTL","2025/11/27","Y","GNDLF.GNDLF3","ATL"
"2026/05/14","GOATZ","TWO","ZLA","2024/12/26","Y","GOATZ.GOATZ2","LAX"
"2026/05/14","KARLB","THREE","ZLA","2023/04/20","Y","GOATZ.KARLB3","ONT"
"2026/05/14","GOPAC","THREE","ZAU","2023/06/15","Y","GOPAC.GOPAC3","57C BUU ENW ETB HXF MKE MWC PWK RAC UES UGN"
"2026/05/14","HAYNZ","SEVEN","ZOB","2021/02/25","Y","GRACE.HAYNZ7","PIT"
"2026/05/14","GRAYT","TWO","ZOB","2019/10/10","Y","GRAYT.GRAYT2","DTW"
"2026/05/14","LAYKS","TWO","ZOB","2019/10/10","Y","GRAYT.LAYKS2","DTW"
"2026/05/14","GIBBI","TWO","ZFW","2015/06/25","Y","GREGS.GIBBI2","DFW"
"2026/05/14","GREGS","ONE","ZFW","2022/06/16","N","GREGS.GREGS1","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2026/05/14","HERBZ","TWO","ZFW","2025/05/15","Y","GREGS.HERBZ2","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2026/05/14","JFRYE","FIVE","ZFW","2022/07/14","Y","GREGS.JFRYE5","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2026/05/14","SHAAM","TWO","ZFW","2015/06/25","Y","GREGS.SHAAM2","DFW"
"2026/05/14","GRNCH","FIVE","ZJX","2023/10/05","Y","GRNCH.GRNCH5","MCO"
"2026/05/14","GTOUT","ONE","ZJX","2022/05/19","Y","GTOUT.GTOUT1","MCO"
"2026/05/14","GUERA","TWO","ZLA","2018/07/19","Y","GUERA.GUERA2","CMA NTD OXR"
"2026/05/14","GULLI","THREE","ZFW","2022/05/19","N","GULLI.GULLI3","1K4 CHK GOK HSD OKC OUN PWA RCE RQO SNL TIK"
"2026/05/14","HANBL","THREE","ZOB","2019/12/05","Y","HANBL.HANBL3","DTW"
"2026/05/14","LECTR","THREE","ZOB","2019/10/10","Y","HANBL.LECTR3","DTW"
"2026/05/14","BOJID","FOUR","ZNY","2023/10/05","Y","HAR.BOJID4","PHL"
"2026/05/14","BUNTS","THREE","ZNY","2023/10/05","N","HAR.BUNTS3","ILG MQS PHL PNE TTN"
"2026/05/14","HARRISBURG","FIVE","ZNY","2018/07/19","N","HAR.HAR5","WRI"
"2026/05/14","EELZA","FOUR","ZOA","2024/01/25","Y","HARTT.EELZA4","RNO"
"2026/05/14","HAWKZ","EIGHT","ZSE","2024/09/05","Y","HAWKZ.HAWKZ8","SEA"
"2026/05/14","HAYLL","THREE","ZOB","2019/10/10","Y","HAYLL.HAYLL3","DTW"
"2026/05/14","VCTRZ","TWO","ZOB","2019/10/10","Y","HAYLL.VCTRZ2","DTW"
"2026/05/14","HEDEE","ONE","ZID","2025/08/07","Y","HEDEE.HEDEE1","HAO I69 LUK"
"2026/05/14","HELNS","SIX","ZSE","2018/03/29","N","HELNS.HELNS6","HIO PDX TTD UAO"
"2026/05/14","HENBY","ONE","ZTL","2025/10/02","Y","HENBY.HENBY1","GSO INT"
"2026/05/14","OZZZY","FIVE","ZDV","2021/12/02","Y","HGO.OZZZY5","COS"
"2026/05/14","HHOOD","SIX","ZSE","2026/02/19","Y","HHOOD.HHOOD6","PDX"
"2026/05/14","HILIE","THREE","ZSE","2023/06/15","N","HILIE.HILIE3","GEG SFF SKA"
"2026/05/14","TIMMO","ONE","ZMP","2022/01/27","Y","HILRS.TIMMO1","OFF OMA"
"2026/05/14","BUKHD","THREE","ZTL","2020/07/16","Y","HLNDS.BUKHD3","6A2 CCO CVC D73 FFC FTY HMP LZU MGE PDK PUJ RYY VPC"
"2026/05/14","BRUEN","TWO","ZLA","2017/10/12","Y","HLYWD.BRUEN2","LAX"
"2026/05/14","HLYWD","ONE","ZLA","2017/03/02","Y","HLYWD.HLYWD1","LAX"
"2026/05/14","HOBRK","FOUR","ZME","2024/10/31","Y","HOBRK.HOBRK4","MEM"
"2026/05/14","HOBTT","THREE","ZTL","2025/11/27","Y","HOBTT.HOBTT3","ATL"
"2026/05/14","HOTAR","ONE","ZJX","2013/10/17","Y","HOTAR.HOTAR1","CRG JAX NIP NRB SGJ VQQ"
"2026/05/14","HOWRY","THREE","ZMP","2023/04/20","N","HOWRY.HOWRY3","OFF OMA"
"2026/05/14","HSKNS","ONE","ZAB","2014/04/03","Y","HSKNS.HSKNS1","ELP"
"2026/05/14","HUBRD","ONE","ZLA","2000/10/05","N","HUBRD.HUBRD1","SAN"
"2026/05/14","HUDZY","FIVE","ZHU","2025/06/12","N","HUDZY.HUDZY5","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/05/14","HUULL","TWO","ZLA","2018/05/24","Y","HUULL.HUULL2","LAX"
"2026/05/14","HUUTY","ONE","ZAB","2012/05/31","Y","HUUTY.HUUTY1","CHD FFZ IWA"
"2026/05/14","HUUVR","ONE","ZOB","2018/05/24","Y","HUUVR.HUUVR1","1G3 AKR CAK"
"2026/05/14","HYDRR","ONE","ZAB","2014/09/18","Y","HYDRR.HYDRR1","PHX"
"2026/05/14","HYTHR","THREE","ZME","2023/11/30","Y","HYTHR.HYTHR3","MEM"
"2026/05/14","IRNMN","TWO","ZLA","2018/05/24","Y","IRNMN.IRNMN2","HHR LAX"
"2026/05/14","IRONS","SEVEN","ZDC","2016/09/15","N","IRONS.IRONS7","DCA"
"2026/05/14","IVINS","TWO","ZLA","2025/02/20","Y","IVINS.IVINS2","VNY"
"2026/05/14","JAFAR","THREE","ZJX","2022/05/19","Y","JAFAR.JAFAR3","ISM MCO ORL"
"2026/05/14","JAIKE","FOUR","ZNY","2023/04/20","Y","JAIKE.JAIKE4","47N CDW LDJ MMU SMQ TEB"
"2026/05/14","JAKIE","SEVEN","ZID","2026/01/22","Y","JAKIE.JAKIE7","CVG HAO I69 LUK"
"2026/05/14","JAKKS","TWO","ZID","2016/11/10","Y","JAKKS.JAKKS2","IND"
"2026/05/14","JAKTZ","TWO","ZID","2023/02/23","Y","JAKTZ.JAKTZ2","CMH LCK OSU"
"2026/05/14","LIINN","THREE","ZTL","2018/11/08","N","JALIT.LIINN3","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2026/05/14","JAMMN","FIVE","ZLC","2017/08/17","N","JAMMN.JAMMN5","SLC"
"2026/05/14","QWENN","SEVEN","ZLC","2026/05/14","Y","JAMMN.QWENN7","SLC"
"2026/05/14","JANNY","FIVE","ZLA","2018/07/19","Y","JANNY.JANNY5","BUR VNY"
"2026/05/14","JAWBN","SEVEN","ZSE","2024/12/26","N","JAWBN.JAWBN7","BFI SEA TCM"
"2026/05/14","JAYSN","THREE","ZLA","2024/10/31","Y","JAYSN.JAYSN3","LAS"
"2026/05/14","JCKIE","TWO","ZLA","2019/12/05","Y","JCKIE.JCKIE2","ONT"
"2026/05/14","JESSE","THREE","ZAB","2021/12/02","N","JESSE.JESSE3","PHX"
"2026/05/14","JESTR","ONE","ZMA","2022/05/19","Y","JESTR.JESTR1","BCT F45 FXE LNA PBI PMP"
"2026/05/14","JFUND","TWO","ZBW","2017/10/12","Y","JFUND.JFUND2","BOS"
"2026/05/14","JHAUN","ONE","ZKC","2012/11/15","Y","JHAUN.JHAUN1","SUS"
"2026/05/14","JHAWK","EIGHT","ZKC","2024/05/16","N","JHAWK.JHAWK8","FLV GPH IXD LXT MCI MKC OJC STJ"
"2026/05/14","JIIMS","FOUR","ZNY","2023/04/20","Y","JIIMS.JIIMS4","ILG MQS PHL PNE TTN"
"2026/05/14","MBELL","FIVE","ZID","2024/07/11","Y","JIINN.MBELL5","JVY LOU SDF"
"2026/05/14","JINXX","ONE","ZAN","2018/11/08","Y","JINXX.JINXX1","EDF"
"2026/05/14","JJEDI","FOUR","ZTL","2025/11/27","Y","JJEDI.JJEDI4","ATL"
"2026/05/14","FILPZ","FIVE","ZTL","2026/05/14","Y","JJENY.FILPZ5","CLT"
"2026/05/14","OCEAN","THREE","ZLA","2017/03/02","N","JLI.OCEAN3","LAX"
"2026/05/14","JMONY","TWO","ZID","2025/02/20","Y","JMONY.JMONY2","JVY LOU SDF"
"2026/05/14","WIGOL","THREE","ZDC","2024/03/21","Y","JOANZ.WIGOL3","IAD"
"2026/05/14","JOKRS","FOUR","ZJX","2026/03/19","Y","JOKRS.JOKRS4","ISM LEE MCO MLB ORL SFB"
"2026/05/14","JONZE","SIX","ZTL","2026/05/14","Y","JONZE.JONZE6","CLT"
"2026/05/14","JOOLS","TWO","ZTL","2026/05/14","Y","JOOLS.JOOLS2","AFP AKH CLT DCM EHO EQY IPJ JQF LKR N52 RUQ UZA VUJ"
"2026/05/14","JORDN","TWO","ZBW","2006/06/08","Y","JORDN.JORDN2","PVD"
"2026/05/14","JOSHE","THREE","ZSU","2010/11/11","Y","JOSHE.JOSHE3","SJU"
"2026/05/14","JSONN","FOUR","ZKC","2023/08/10","Y","JSONN.JSONN4","MCI"
"2026/05/14","JULLE","FIVE","ZHN","2014/02/06","N","JULLE.JULLE5","HNL"
"2026/05/14","JUNNR","FOUR","ZTL","2024/10/31","Y","JUNNR.JUNNR4","GMU GSP GYH SPA"
"2026/05/14","JANESVILLE","ONE","ZAU","2021/10/07","N","JVL.JVL1","ORD"
"2026/05/14","KABEE","THREE","ZTL","2019/01/03","Y","KABEE.KABEE3","JQF RUQ SVH VUJ"
"2026/05/14","KAENA","FOUR","ZHN","2025/11/27","Y","KAENA.KAENA4","HNL"
"2026/05/14","KASPR","EIGHT","ZMP","2026/03/19","N","KASPR.KASPR8","MSP"
"2026/05/14","KAYAK","SIX","ZHN","2017/12/07","N","KAYAK.KAYAK6","KOA"
"2026/05/14","KAYLA","THREE","ZKC","2017/10/12","Y","KAYLA.KAYLA3","STL"
"2026/05/14","KAYOH","EIGHT","ZLA","2022/03/24","N","KAYOH.KAYOH8","FUL LGB SLI SNA TOA"
"2026/05/14","KIDDZ","FIVE","ZHU","2024/10/31","Y","KIDDZ.KIDDZ5","EFD GLS HOU LBX"
"2026/05/14","KIMMO","THREE","ZLA","2014/07/24","N","KIMMO.KIMMO3","LAX SMO"
"2026/05/14","KKILR","FOUR","ZMP","2026/03/19","Y","KKILR.KKILR4","MSP"
"2026/05/14","KLANI","FOUR","ZHN","2025/02/20","Y","KLANI.KLANI4","HNL"
"2026/05/14","KLUBS","ONE","ZOA","2024/01/25","Y","KLUBS.KLUBS1","RNO"
"2026/05/14","BACHR","FOUR","ZFW","2016/05/26","Y","KNEAD.BACHR4","DAL"
"2026/05/14","DRYYE","TWO","ZFW","2017/06/22","Y","KNEAD.DRYYE2","DAL"
"2026/05/14","PAWLZ","THREE","ZFW","2016/03/31","Y","KNEAD.PAWLZ3","DFW"
"2026/05/14","SWVAY","FOUR","ZFW","2016/05/26","Y","KNEAD.SWVAY4","ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI"
"2026/05/14","TILLA","THREE","ZFW","2016/03/31","Y","KNEAD.TILLA3","DFW"
"2026/05/14","KOHLS","ONE","ZDC","2026/01/22","Y","KOHLS.KOHLS1","AKQ CPK FAF JGG LFI NGU NTU ORF PHF PVG SFQ"
"2026/05/14","KOLTS","TWO","ZID","2016/11/10","Y","KOLTS.KOLTS2","IND"
"2026/05/14","NTNDO","ONE","ZLA","2021/02/25","Y","KONNG.NTNDO1","HND VGT"
"2026/05/14","KOOOP","ONE","ZKC","2017/10/12","N","KOOOP.KOOOP1","STL"
"2026/05/14","KOURT","FOUR","ZLC","2022/07/14","Y","KOURT.KOURT4","BOI"
"2026/05/14","KRAKN","ONE","ZMA","2024/10/31","Y","KRAKN.KRAKN1","EYW NQX"
"2026/05/14","KRATR","THREE","ZSE","2026/02/19","Y","KRATR.KRATR3","PDX"
"2026/05/14","KROTO","FIVE","ZAN","2024/10/31","Y","KROTO.KROTO5","ANC"
"2026/05/14","KYAAN","FOUR","ZLC","2022/07/14","Y","KYAAN.KYAAN4","BOI"
"2026/05/14","KYAKS","THREE","ZMA","2022/11/03","Y","KYAKS.KYAKS3","FLL FXE HWO OPF PMP"
"2026/05/14","DEVYN","TWO","ZSE","2017/12/07","Y","KYCKR.DEVYN2","PAE"
"2026/05/14","LAIKS","FOUR","ZHU","2024/09/05","Y","LAIKS.LAIKS4","AUS"
"2026/05/14","LANDR","THREE","ZDV","2023/04/20","N","LANDR.LANDR3","APA BJC BKF CFO DEN FNL GXY"
"2026/05/14","LANTK","TWO","ZMP","2022/09/08","N","LANTK.LANTK2","OFF OMA"
"2026/05/14","LARKS","THREE","ZDV","2023/11/30","N","LARKS.LARKS3","APA BJC BKF CFO DEN FNL GXY"
"2026/05/14","LAVAN","THREE","ZAB","2003/09/03","N","LAVAN.LAVAN3","ABQ AEG"
"2026/05/14","LAVAS","ONE","ZHN","2019/06/20","Y","LAVAS.LAVAS1","OGG"
"2026/05/14","LAWGR","FOUR","ZDV","2025/06/12","Y","LAWGR.LAWGR4","DEN"
"2026/05/14","LEESE","THREE","ZJX","2021/04/22","N","LEESE.LEESE3","ISM MCO ORL"
"2026/05/14","LEGOZ","FOUR","ZLA","2025/11/27","Y","LEGOZ.LEGOZ4","CRQ NFG"
"2026/05/14","LEMIG","TWO","ZHU","2025/10/02","N","LEMIG.LEMIG2","RND SAT SKF SSF"
"2026/05/14","LENNI","FOUR","ZAB","2022/07/14","N","LENNI.LENNI4","LUF"
"2026/05/14","BRIGHAM CITY","FIVE","ZLC","2023/06/15","N","LHO.LHO5","SLC"
"2026/05/14","LINKK","ONE","ZHU","2015/04/30","Y","LINKK.LINKK1","IAH"
"2026/05/14","NNCEE","TWO","ZHU","2023/11/30","Y","LINKK.NNCEE2","IAH"
"2026/05/14","HYPER","NINE","ZDC","2024/03/21","Y","LIRCH.HYPER9","CJR EZF FRR HEF HWY IAD JYO MRB NYG OKV RMN"
"2026/05/14","LNDHY","ONE","ZHN","2019/06/20","Y","LNDHY.LNDHY1","OGG"
"2026/05/14","LONGZ","FOUR","ZDV","2025/06/12","Y","LONGZ.LONGZ4","DEN"
"2026/05/14","LORLE","THREE","ZKC","2017/12/07","Y","LORLE.LORLE3","STL"
"2026/05/14","LOSST","ONE","ZLC","2024/07/11","Y","LOSST.LOSST1","BZN"
"2026/05/14","LOWBO","THREE","ZAB","2015/01/08","Y","LOWBO.LOWBO3","ABQ"
"2026/05/14","BDEGA","FOUR","ZOA","2024/07/11","Y","LOZIT.BDEGA4","SFO"
"2026/05/14","STLER","FOUR","ZOA","2024/07/11","Y","LOZIT.STLER4","SFO"
"2026/05/14","LUBBR","FOUR","ZMA","2026/03/19","Y","LUBBR.LUBBR4","FA54 LAL PGD SRQ VNC"
"2026/05/14","LUCIT","THREE","ZAU","2024/10/31","Y","LUCIT.LUCIT3","05C 3HO GYY IGQ"
"2026/05/14","LUCKI","ONE","ZLA","2016/11/10","Y","LUCKI.LUCKI1","SAN"
"2026/05/14","LUNNI","TWO","ZJX","2025/04/17","Y","LUNNI.LUNNI2","JAX"
"2026/05/14","WILKES-BARRE","FIVE","ZNY","2024/07/11","N","LVZ.LVZ5","39N CDW LDJ MMU N51 SMQ TEB"
"2026/05/14","SLATT","SIX","ZNY","2023/08/10","N","LVZ.SLATT6","PHL"
"2026/05/14","SPUDS","SEVEN","ZNY","2023/11/30","Y","LVZ.SPUDS7","PHL"
"2026/05/14","LYNXX","EIGHT","ZLA","2006/08/03","N","LYNXX.LYNXX8","BUR VNY"
"2026/05/14","LZZRD","FOUR","ZAB","2021/12/02","Y","LZZRD.LZZRD4","ABQ"
"2026/05/14","MAATY","FIVE","ZMA","2024/10/31","Y","MAATY.MAATY5","LAL MCF TPA VDF"
"2026/05/14","DEER PARK","THREE","ZBW","2012/11/15","N","MAD.DPK3","BAF BDL CEF"
"2026/05/14","MADEE","SIX","ZVR","2025/11/27","Y","MADEE.MADEE6","BLI CYXX CZBB"
"2026/05/14","MADII","SEVEN","ZAU","2023/04/20","Y","MADII.MADII7","ORD"
"2026/05/14","MAGGI","THREE","ZHN","1999/09/09","N","MAGGI.MAGGI3","HNL"
"2026/05/14","MAHHI","THREE","ZMA","2022/05/19","Y","MAHHI.MAHHI3","BCT PBI"
"2026/05/14","BRUSR","ONE","ZAB","2014/09/18","Y","MAIER.BRUSR1","PHX"
"2026/05/14","MAJIC","FOUR","ZTL","2020/03/26","N","MAJIC.MAJIC4","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2026/05/14","MAKAH","ONE","ZHN","2020/01/30","Y","MAKAH.MAKAH1","HNL"
"2026/05/14","MARCS","TWO","ZHU","2025/08/07","N","MARCS.MARCS2","RND SAT SKF SSF"
"2026/05/14","QERVO","THREE","ZHU","2025/11/27","Y","MARCS.QERVO3","5C1 BAZ CVB PEZ RND SAT SKF SSF"
"2026/05/14","MARNR","EIGHT","ZSE","2024/12/26","Y","MARNR.MARNR8","SEA"
"2026/05/14","MARQO","THREE","ZJX","2025/04/17","Y","MARQO.MARQO3","CRG FHB JAX NRB"
"2026/05/14","MARWI","FOUR","ZMP","2022/12/29","N","MARWI.MARWI4","OFF OMA"
"2026/05/14","MAZIE","THREE","ZNY","2020/11/05","Y","MAZIE.MAZIE3","47N CDW LDJ MMU N07 SMQ TEB"
"2026/05/14","ALDAN","FOUR","ZDC","2024/01/25","Y","MCDON.ALDAN4","RDU"
"2026/05/14","MCHLN","TWO","ZTL","2019/04/25","Y","MCHLN.MCHLN2","GMU GSP GYH SPA"
"2026/05/14","MDNYT","TWO","ZLA","2017/10/12","Y","MDNYT.MDNYT2","LAX"
"2026/05/14","DUBLN","ONE","ZID","2021/08/12","Y","MELZZ.DUBLN1","CMH LCK OSU TZR"
"2026/05/14","MIERA","TWO","ZAB","2003/09/04","N","MIERA.MIERA2","ABQ AEG"
"2026/05/14","MIIDY","FOUR","ZDC","2026/05/14","Y","MIIDY.MIIDY4","BWI MTN"
"2026/05/14","MINEE","SIX","ZJX","2025/02/20","N","MINEE.MINEE6","COI ISM LEE MCO ORL SFB TIX"
"2026/05/14","MILTON","FOUR","ZNY","2011/10/20","N","MIP.MIP4","LGA"
"2026/05/14","MELBOURNE","TWO","ZMA","2021/12/02","N","MLB.MLB2","06FA BCT LNA PBI"
"2026/05/14","MMARY","ONE","ZDV","2025/04/17","Y","MMARY.MMARY1","ASE RIL"
"2026/05/14","MNNDO","FOUR","ZFW","2016/05/26","Y","MNNDO.MNNDO4","DAL"
"2026/05/14","MODESTO","NINE","ZOA","2019/08/15","N","MOD.MOD9","SFO"
"2026/05/14","MOLLY","FIVE","ZAB","2020/11/05","Y","MOLLY.MOLLY5","ELP"
"2026/05/14","MONAA","FOUR","ZME","2023/11/30","Y","MONAA.MONAA4","MEM"
"2026/05/14","MOTZA","ONE","ZFW","2021/06/17","N","MOTZA.MOTZA1","50F AFW CPT FTW FWS GKY GPM LUD NFW WEA"
"2026/05/14","WESAT","THREE","ZFW","2025/10/30","Y","MOTZA.WESAT3","50F AFW CPT FTW FWS GKY GPM JWY LNC LUD NFW RBD WEA"
"2026/05/14","DRLLR","FIVE","ZHU","2016/05/26","Y","MPORT.DRLLR5","IAH"
"2026/05/14","GUSHR","THREE","ZHU","2015/01/08","Y","MPORT.GUSHR3","IAH"
"2026/05/14","WESTMINSTER","SEVEN","ZDC","2019/12/05","N","MRB.EMI7","BWI MTN"
"2026/05/14","MUNGI","ONE","ZJX","2026/03/19","Y","MUNGI.MUNGI1","ISM LEE MCO ORL SFB"
"2026/05/14","JUDDG","TWO","ZFW","2016/11/10","Y","MURAH.JUDDG2","OUN PWA TIK"
"2026/05/14","MURAH","THREE","ZFW","2017/12/07","Y","MURAH.MURAH3","OKC"
"2026/05/14","MUSCL","FOUR","ZMP","2026/03/19","Y","MUSCL.MUSCL4","MSP"
"2026/05/14","RYANN","TWO","ZOA","2022/11/03","N","MVA.RYANN2","RNO"
"2026/05/14","WADOL","FOUR","ZOA","2024/01/25","Y","MYBAD.WADOL4","RNO"
"2026/05/14","NELIE","FOUR","ZNY","2025/08/07","Y","NELIE.NELIE4","FOK ISP"
"2026/05/14","DEMME","FIVE","ZOB","2023/06/15","Y","NESTO.DEMME5","PIT"
"2026/05/14","NIIXX","FOUR","ZDV","2025/06/12","Y","NIIXX.NIIXX4","DEN"
"2026/05/14","NITZR","FOUR","ZMP","2026/03/19","Y","NITZR.NITZR4","MSP"
"2026/05/14","NUTIY","ONE","ZDC","2025/10/02","Y","NUTIY.NUTIY1","ORF"
"2026/05/14","VNYRD","ONE","ZOA","2024/07/11","Y","OAK.VNYRD1","APC DVO HES O69 STS"
"2026/05/14","OAKES","THREE","ZOA","2025/06/12","Y","OAKES.OAKES3","HWD OAK"
"2026/05/14","OCITY","THREE","ZSE","2020/01/30","N","OCITY.OCITY3","HIO PDX TTD"
"2026/05/14","OHDEA","TWO","ZJX","2025/04/17","Y","OHDEA.OHDEA2","JAX"
"2026/05/14","OHIIO","FOUR","ZHU","2017/06/22","N","OHIIO.OHIIO4","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2026/05/14","OLAHS","THREE","ZMA","2022/11/03","Y","OLAHS.OLAHS3","FLL FXE OPF PMP"
"2026/05/14","OLEDD","FOUR","ZHU","2016/11/10","N","OLEDD.OLEDD4","MSY NEW"
"2026/05/14","OLYMPIA","TWO","ZSE","2016/11/10","N","OLM.OLM2","BFI PAE RNT SEA"
"2026/05/14","ONDRE","ONE","ZTL","2017/10/12","Y","ONDRE.ONDRE1","ATL"
"2026/05/14","OPACA","FOUR","ZHN","1994/01/06","N","OPACA.OPACA4","HNL"
"2026/05/14","POGIE","TWO","ZJX","2020/01/30","N","ORL.POGIE2","CRG JAX NIP NRB VQQ"
"2026/05/14","ORRCA","ONE","ZOA","2022/11/03","Y","ORRCA.ORRCA1","RNO"
"2026/05/14","WOONS","TWO","ZBW","2016/07/21","N","ORW.WOONS2","1B9 BOS GHG OWD"
"2026/05/14","OSVEE","TWO","ZOA","2022/05/19","Y","OSVEE.OSVEE2","SUU"
"2026/05/14","OUTLA","ONE","ZDC","2026/01/22","Y","OUTLA.OUTLA1","CPK LFI NGU NTU ORF PHF PVG SFQ"
"2026/05/14","OZZZI","TWO","ZTL","2025/10/30","Y","OZZZI.OZZZI2","ATL"
"2026/05/14","PALMZ","TWO","ZMA","2021/12/02","Y","PALMZ.PALMZ2","07FA HST MIA OPF TMB X51"
"2026/05/14","PANGG","SEVEN","ZAU","2025/10/02","Y","PANGG.PANGG7","05C 3HO GYY IGQ MDW"
"2026/05/14","PARCH","FOUR","ZNY","2025/04/17","Y","PARCH.PARCH4","FRG JFK"
"2026/05/14","LYCHI","ONE","ZHN","2021/02/25","Y","PARIS.LYCHI1","ITO"
"2026/05/14","PASLY","FIVE","ZME","2025/10/02","Y","PASLY.PASLY5","BNA"
"2026/05/14","DENNA","ONE","ZNY","2025/11/27","Y","PAWLN.DENNA1","BDR HVN OXC"
"2026/05/14","LOVES","ONE","ZNY","2025/10/02","Y","PAWLN.LOVES1","ISP"
"2026/05/14","PAWLN","ONE","ZNY","2025/10/02","Y","PAWLN.PAWLN1","FRG JFK"
"2026/05/14","OHSEA","THREE","ZLA","2024/12/26","Y","PCIFC.OHSEA3","SNA"
"2026/05/14","PCIFC","THREE","ZLA","2024/12/26","Y","PCIFC.PCIFC3","LGB"
"2026/05/14","PEBLL","TWO","ZOA","2022/05/19","Y","PEBLL.PEBLL2","SUU"
"2026/05/14","ISHEE","TWO","ZLA","2022/01/27","N","PEHTY.ISHEE2","LAS"
"2026/05/14","RKSTR","FOUR","ZLA","2024/10/31","Y","PEHTY.RKSTR4","LAS"
"2026/05/14","SADYL","FOUR","ZLC","2020/09/10","Y","PELYT.SADYL4","BOI"
"2026/05/14","PENNS","TWO","ZNY","2004/08/05","N","PENNS.PENNS2","EWR"
"2026/05/14","PETTE","TWO","ZOB","2019/10/10","Y","PETTE.PETTE2","ARB CYQG DET MTC ONZ OZW PTK TTF VLL YIP"
